STT,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chtct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDP_growth,GDPpercapita,INF
9,VNM.HM,Vietnam Dairy Products JSC,Vietnam,Food Products,2019,2.464998347,55.9778829,9.285361516,0.122471359,0.212363521,0.839905042,0.164689342,0.006411895,49310969.35,0.03060317,0.094881001,0.607860373,0.072340412,455497470.2,4,33.33333333,TRUE,36.38888889,60.13732866,7.359262701,3.536672083,2.423226942
9,VNM.HM,Vietnam Dairy Products JSC,Vietnam,Food Products,2018,2.984864993,0,9.207177124,0.034144486,0.207338199,0.918395854,0.100813092,0.012042999,24117044.14,0.015791729,0.105975156,0.637492294,0.008037658,440087525.3,0,0,0,0,0,7.465006856,3.508167323,3.6266473
10,FPT.HM,FPT Corp,Vietnam,IT Services,2024,2.403169675,33.02892208,9.451133047,0.207602151,0.603287343,0.825389231,0.193064198,0.035969731,40670477.07,0.016367278,0.03359796,0.375322473,0.137247015,369993034.9,6,14.28571429,FALSE,65.78144078,7.547653959,7.091187466,3.673692602,4.159586212
10,FPT.HM,FPT Corp,Vietnam,IT Services,2023,2.602707507,24.34738933,9.395302818,0.233001172,0.612098016,0.839784466,0.201510639,0.038220321,75802947.61,0.034650409,0.035235977,0.391691396,0.163568622,321024309.1,8,14.28571429,FALSE,48.57753358,9.607570324,5.065023915,3.635820428,2.093390916
10,FPT.HM,FPT Corp,Vietnam,IT Services,2022,2.925279825,25.07449957,9.339977734,0.239730463,0.586812418,0.80124211,0.158265753,0.049550766,43300799.71,0.018405561,0.053297081,0.389631157,0.193200723,274940425.9,4,0,FALSE,51.01889339,11.32575758,8.537500468,3.617807103,4.44283305
10,FPT.HM,FPT Corp,Vietnam,IT Services,2021,2.725690579,0,9.371546846,0.374236877,0.521555901,0.832315594,0.115834992,0.036695407,32054936.22,0.017719405,0.051072814,0.323651691,0.208163532,234361494,0,0,0,0,0,2.553728526,3.568693672,2.880767929
10,FPT.HM,FPT Corp,Vietnam,IT Services,2020,3.626878054,0,9.257445781,0.305269287,0.535075133,0.86055353,0.099117884,0.059170687,53437484.03,0.037078333,0.046748977,0.367203632,0.080962604,191753152,0,0,0,0,0,2.865413209,3.548271404,1.467478148
10,FPT.HM,FPT Corp,Vietnam,IT Services,2019,4.379278705,0,9.158725802,0.235472422,0.55936866,0.828733349,0.162191203,0.025206326,-20384903.06,-0.015886173,0.055366564,0.388019601,0.194978946,168819307.2,0,0,0,0,0,7.359262701,3.536672083,2.423226942
10,FPT.HM,FPT Corp,Vietnam,IT Services,2018,5.064830594,0,9.108289376,0.234084298,0.669055899,0.83610239,0.185621016,0.041781337,19192224.73,0.017426765,0.030764217,0.357964403,-0.467328188,139456539.1,0,0,0,0,0,7.465006856,3.508167323,3.6266473
11,HBC.HNO,Hoa Binh Construction Group JSC,Vietnam,Construction & Engineering,2024,0.174348325,13.10431862,8.781652752,0.28229935,0.144577271,0.906974628,0.021083242,0.000421756,-4724241.665,-0.007515487,0.297762719,0.10956659,-0.188890527,37792876.08,30,33.33333333,TRUE,37.17338217,1.265873639,7.091187466,3.673692602,4.159586212
11,HBC.HNO,Hoa Binh Construction Group JSC,Vietnam,Construction & Engineering,2023,0.167762757,19.86374886,8.798374976,0.309380499,0.240044347,0.901946611,0.021871657,0.005824184,-4440292.967,-0.006722699,0.156694915,0.138421138,-0.481576524,-45974341.4,43,0,TRUE,51.69108669,1.885521886,5.065023915,3.635820428,2.093390916
11,HBC.HNO,Hoa Binh Construction Group JSC,Vietnam,Construction & Engineering,2022,0.153908763,23.31128081,8.819867944,0.393151736,0.241247346,0.877959608,0.01639947,0.01852948,-10085270.69,-0.013886805,0.188818944,0.145448495,0.20452331,-108872370.3,28,0,TRUE,56.57894737,8.003695722,8.537500468,3.617807103,4.44283305
11,HBC.HNO,Hoa Binh Construction Group JSC,Vietnam,Construction & Engineering,2021,0.139973584,0,8.861085209,0.307518934,0.236707366,0.901560537,0.057431899,0.003957514,21481819.34,0.031865844,0.215401406,0.126284056,0.022558345,4248409.75,0,0,0,0,0,2.553728526,3.568693672,2.880767929
11,HBC.HNO,Hoa Binh Construction Group JSC,Vietnam,Construction & Engineering,2020,0.15799725,0,8.828745633,0.329056281,0.175124249,0.899113475,0.022144704,0.000388358,-14316797.42,-0.019839042,0.134832093,0.139438862,-0.394199173,3626858.601,0,0,0,0,0,2.865413209,3.548271404,1.467478148
11,HBC.HNO,Hoa Binh Construction Group JSC,Vietnam,Construction & Engineering,2019,0.151439475,0,8.858325181,0.296692107,0.157897796,0.917047512,0.045436633,0.001620281,11209103.54,0.016347855,0.10441839,0.13265906,0.017796443,17503835.73,0,0,0,0,0,7.359262701,3.536672083,2.423226942
11,HBC.HNO,Hoa Binh Construction Group JSC,Vietnam,Construction & Engineering,2018,0.165651,0,8.836110117,0.273051947,0.110187561,0.933889949,0.018475824,0.005478429,-7777280.259,-0.012611724,0.112353707,0.136793454,0.116940672,26740199.42,0,0,0,0,0,7.465006856,3.508167323,3.6266473
12,HPG.HM,Hoa Phat Group JSC,Vietnam,Metals & Mining,2024,0.884740176,13.40847724,9.944997011,0.369563177,0.136901311,0.683038501,0.038810535,0.017676152,-210531986.7,-0.02719904,0.368921611,0.765724565,0.111418816,471743470.2,0,0,TRUE,25,10.54921099,7.091187466,3.673692602,4.159586212
12,HPG.HM,Hoa Phat Group JSC,Vietnam,Metals & Mining,2023,1.023984439,14.63998637,9.88876452,0.348173937,0.123256136,0.841217072,0.05273963,0.045160769,161888385.8,0.022439153,0.237466787,0.708383372,-0.181341458,280312791.2,0,0,TRUE,25,14.55668789,5.065023915,3.635820428,2.093390916
12,HPG.HM,Hoa Phat Group JSC,Vietnam,Metals & Mining,2022,1.049728818,0,9.858209238,0.339919243,0.141130842,0.839323967,0.055430439,0.028570313,-599186219.5,-0.076731934,0.222771084,0.65951977,-0.086666204,357663238.2,0,0,0,0,0,8.537500468,3.617807103,4.44283305
12,HPG.HM,Hoa Phat Group JSC,Vietnam,Metals & Mining,2021,0.971710003,6.738554242,9.89258567,0.320992614,0.1437798,0.838475344,0.085983644,0.090638466,384458982,0.067442567,0.472563984,0.565119093,0.678749911,1512418617,0,0,TRUE,22.15686275,0.626348597,2.553728526,3.568693672,2.880767929
12,HPG.HM,Hoa Phat Group JSC,Vietnam,Metals & Mining,2020,1.39718275,0,9.75591592,0.411688257,0.147727112,0.717489429,0.040294479,0.088218831,396670959.9,0.090308718,0.414744816,0.675711698,0.421860041,585442742,0,0,0,0,0,2.865413209,3.548271404,1.467478148
12,HPG.HM,Hoa Phat Group JSC,Vietnam,Metals & Mining,2019,1.81570148,0,9.642700729,0.360396772,0.142918601,0.498299147,0.062196188,0.02816563,87578573.08,0.025963552,0.347941845,0.798225874,0.14101778,327057452.7,0,0,0,0,0,7.359262701,3.536672083,2.423226942
12,HPG.HM,Hoa Phat Group JSC,Vietnam,Metals & Mining,2018,2.436457247,0,9.528033762,0.310723342,0.140349947,0.599998354,0.080504069,0.008863313,-75421510.1,-0.032289659,0.29931505,0.781099913,0.184026049,370873251.7,0,0,0,0,0,7.465006856,3.508167323,3.6266473
13,KBC.HM,Kinhbac City Development Holding Corp,Vietnam,Real Estate Management & Development,2024,0.800416178,19.34812328,9.244398745,0.22608088,0.465627786,0.271001678,0.075147684,0.134877015,224675499.1,0.163025414,2.346996502,0.036179287,-0.529611264,16602567.86,35,40,TRUE,42.17948718,4.889904445,7.091187466,3.673692602,4.159586212
13,KBC.HM,Kinhbac City Development Holding Corp,Vietnam,Real Estate Management & Development,2023,1.036426321,16.93075192,9.139300403,0.109449931,0.462035546,0.431161749,0.047856521,0.015746355,-34700945.89,-0.023470959,12.51374225,0.038443131,4.754113243,92539299.77,36,40,TRUE,38.58974359,0.045921349,5.065023915,3.635820428,2.093390916
