"",Identifier,Company Name,Country of Exchange,GICS Industry Name,year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF,ClimateRiskScore, n_years
4,ADAI.NS,Adani Energy Solutions Ltd,India,Electric Utilities,2023,1.57244646549,47.21267318726,9.84683513641,0.63281673193,0.13685290515,0.17451366782,0.03002614528,0.00855855644,66157168.00000000000,0.03538855165,0.00809405278,0.68663978577,23.15202903748,143902819.40000000000,6.00000000000,28.57142829895,TRUE,45.08931350708,48.57030868530,9.19075489044,3.40314126015,2.59194946289,2.43341040611,3.00000000000
4,ADAI.NS,Adani Energy Solutions Ltd,India,Electric Utilities,2024,1.24933958054,53.80624771118,9.93728542328,0.54455417395,0.13542978466,0.19302435219,0.06149315089,0.02128769457,169493264.00000000000,0.09080588073,0.01796130650,0.58879667521,39.59470748901,104840257.50000000000,6.00000000000,28.57142829895,FALSE,57.71697235107,51.41315460205,6.48422384262,3.43082690239,3.20181012154,2.79013824463,3.00000000000
7,ADIA.NS,Aditya Birla Fashion and Retail Ltd,India,Specialty Retail,2022,0.54546362162,74.78538513184,9.31684207916,0.38570225239,0.41975191236,0.52220141888,0.02672963217,0.02942795493,69920888.00000000000,0.06804910302,0.25771245360,0.28039267659,40.99861145020,-7238315.48200000000,11.00000000000,18.18181800842,TRUE,58.92766571045,90.94855499268,7.60936498642,3.37059593201,5.89714193344,1.99752831459,3.00000000000
7,ADIA.NS,Aditya Birla Fashion and Retail Ltd,India,Specialty Retail,2023,0.42260718346,77.38594055176,9.43026447296,0.42104297876,0.38531041145,0.46942692995,0.00000000000,0.02059864812,-28633474.00000000000,0.08376453072,0.20070484281,0.25906077027,-48.86797332764,-108820635.90000000000,7.00000000000,25.00000000000,TRUE,72.83590698242,91.14250183105,9.19075489044,3.40314126015,2.59194946289,2.70083999634,3.00000000000
7,ADIA.NS,Aditya Birla Fashion and Retail Ltd,India,Specialty Retail,2024,0.58844470978,70.13779449463,9.28942775726,0.30149823427,0.23550827801,0.39875936508,0.00000000000,0.04645932838,36603860.00000000000,0.10378150642,0.14750383794,0.24092671275,11.37146568298,-73045055.59000000000,8.00000000000,28.57142829895,TRUE,59.01573181152,88.36099243164,6.48422384262,3.43082690239,3.20181012154,1.66981315613,3.00000000000
8,ADNA.NS,Adani Green Energy Ltd,India,Independent Power and Renewable Electricity Producers,2022,2.20217108727,56.37149429321,9.91374778748,0.80496132374,0.12533958256,0.14058311284,0.03742745519,0.01018393412,52945472.00000000000,0.04129861668,0.00181113696,0.79494071007,40.23843002319,111246348.60000000000,7.00000000000,10.00000000000,TRUE,37.25494766235,68.31343078613,7.60936498642,3.37059593201,5.89714193344,1.10940742493,3.00000000000
8,ADNA.NS,Adani Green Energy Ltd,India,Independent Power and Renewable Electricity Producers,2023,1.70688140392,58.22895050049,10.02622413635,0.73254424334,0.30285301805,0.34069424868,0.05810397491,0.00056472898,72705456.00000000000,0.06064095721,0.00426935311,0.77501183748,16.63712501526,116496700.70000000000,6.00000000000,22.22222137451,TRUE,37.88783645630,68.34012603760,9.19075489044,3.40314126015,2.59194946289,1.13043475151,3.00000000000
8,ADNA.NS,Adani Green Energy Ltd,India,Independent Power and Renewable Electricity Producers,2024,1.34300434589,68.14360046387,10.11516571045,0.71850484610,0.15160056949,0.17013731599,0.12263145298,0.00127470901,70801640.00000000000,0.05054605380,0.00138243102,0.84653222561,18.61666297913,182211819.80000000000,8.00000000000,10.00000000000,TRUE,38.24183273315,82.87471008301,6.48422384262,3.43082690239,3.20181012154,1.13797175884,3.00000000000
9,ADRG.NS,Aarti Drugs Ltd,India,Pharmaceuticals,2022,1.71305298805,21.97226524353,8.46940612793,0.25147226453,0.39211934805,0.77258366346,0.00000000000,0.00309878797,-1717210.37500000000,0.00824783929,0.21322019398,0.35609310865,0.82415777445,20247955.21000000000,6.00000000000,7.14285707474,TRUE,5.37901973724,15.80287361145,7.60936498642,3.37059593201,5.89714193344,1.72589552402,3.00000000000
9,ADRG.NS,Aarti Drugs Ltd,India,Pharmaceuticals,2023,1.71722126007,29.95750808716,8.46512222290,0.23198892176,0.32706645131,0.69128960371,0.00000000000,0.00277208397,-91265.75000000000,0.00806730893,0.19976183772,0.42556893826,-8.23172092438,20586766.65000000000,6.00000000000,15.38461494446,TRUE,11.70033264160,32.56833267212,9.19075489044,3.40314126015,2.59194946289,1.30283308029,3.00000000000
9,ADRG.NS,Aarti Drugs Ltd,India,Pharmaceuticals,2024,1.62516450882,27.27785110474,8.47901153564,0.23889182508,0.32507729530,0.69418919086,0.00000000000,0.00293628708,-253949.67187500000,0.00906706229,0.18368496001,0.46185544133,-7.91787862778,19672323.00000000000,7.00000000000,12.50000000000,TRUE,13.82770347595,27.88294410706,6.48422384262,3.43082690239,3.20181012154,1.33706867695,3.00000000000
10,AEGS.NS,Aegis Logistics Ltd,India,"Oil, Gas & Consumable Fuels",2022,3.38894486427,28.21805572510,8.94041633606,0.26859959960,0.15817303956,0.31207570434,0.04487190396,0.00000000000,89862656.00000000000,0.32121193409,0.02226901241,0.56636083126,72.10241699219,62158726.87000000000,8.00000000000,11.11111068726,TRUE,44.01244354248,26.19894218445,7.60936498642,3.37059593201,5.89714193344,1.52823817730,3.00000000000
10,AEGS.NS,Aegis Logistics Ltd,India,"Oil, Gas & Consumable Fuels",2023,3.00060081482,39.83530044556,8.98612213135,0.33017215133,0.12922169268,0.24965564907,0.03477701172,0.00000000000,23969562.00000000000,0.21039506793,0.00984780677,0.59709876776,-19.49514389038,80648374.33000000000,6.00000000000,11.11111068726,FALSE,55.54594802856,29.29957199097,9.19075489044,3.40314126015,2.59194946289,1.84584248066,3.00000000000
10,AEGS.NS,Aegis Logistics Ltd,India,"Oil, Gas & Consumable Fuels",2024,2.13063311577,43.87395858765,9.11877441406,0.41005426645,0.11947080493,0.20327170193,0.03140926734,0.00000000000,44294324.00000000000,0.33984667063,0.01748204418,0.56778597832,-6.36331605911,92149198.36000000000,5.00000000000,11.11111068726,FALSE,62.81026458740,28.71978759766,6.48422384262,3.43082690239,3.20181012154,1.84584248066,3.00000000000
12,AIAE.NS,AIA Engineering Ltd,India,Machinery,2022,4.11472082138,60.03313064575,8.90693187714,0.07578591257,0.13195081055,0.93096899986,0.35140514374,0.00000000000,6179175.00000000000,0.55141913891,0.19129522145,0.16393586993,27.14929008484,128590591.50000000000,4.00000000000,33.33333206177,TRUE,71.69939422607,41.90943908691,7.60936498642,3.37059593201,5.89714193344,2.13140606880,3.00000000000
12,AIAE.NS,AIA Engineering Ltd,India,Machinery,2023,3.66132831573,57.83713912964,8.95387554169,0.06151434779,0.09987423569,0.89390122890,0.22753024101,0.00133470003,-15254913.00000000000,0.55571877956,0.16836297512,0.15734426677,-2.53231024742,136411805.60000000000,4.00000000000,33.33333206177,TRUE,63.53989028931,46.97584152222,9.19075489044,3.40314126015,2.59194946289,2.08989191055,3.00000000000
12,AIAE.NS,AIA Engineering Ltd,India,Machinery,2024,3.53157138824,55.55739974976,8.96227550507,0.06261980534,0.10057118535,0.86859613657,0.50402045250,0.00000000000,25369420.00000000000,0.55703186989,0.14001850784,0.15685963631,-13.83843612671,124057776.50000000000,5.00000000000,33.33333206177,TRUE,61.70063018799,40.64611053467,6.48422384262,3.43082690239,3.20181012154,1.00000000000,3.00000000000
13,AISG.NS,Asahi India Glass Ltd,India,Automobile Components,2022,4.40830945969,30.78167343140,8.74623870850,0.30596134067,0.35306909680,0.64536958933,0.02969366312,0.00000000000,3555258.00000000000,0.02804241143,0.25394347310,0.55875861645,17.10245513916,44020204.48000000000,4.00000000000,20.00000000000,TRUE,59.14479446411,19.55537796021,7.60936498642,3.37059593201,5.89714193344,2.25369071960,3.00000000000
13,AISG.NS,Asahi India Glass Ltd,India,Automobile Components,2023,3.72031116486,27.37415313721,8.81942653656,0.35775810480,0.30809274316,0.53855812550,0.04354959726,0.00000000000,7098980.00000000000,0.03758373111,0.19284822047,0.60592657328,6.46614313126,38998200.36000000000,5.00000000000,30.00000000000,TRUE,39.84233474731,18.72436141968,9.19075489044,3.40314126015,2.59194946289,2.09540343285,3.00000000000
13,AISG.NS,Asahi India Glass Ltd,India,Automobile Components,2024,3.04997658730,34.88511657715,8.90014457703,0.39703673124,0.27486670017,0.45289507508,0.01958430931,0.00000000000,-1568168.50000000000,0.02843297273,0.17646616697,0.66249817610,3.24270987511,42984201.29000000000,4.00000000000,33.33333206177,TRUE,50.27798080444,21.82920455933,6.48422384262,3.43082690239,3.20181012154,2.15420508385,3.00000000000
14,AITE.NS,Aditya Birla Real Estate Ltd,India,Paper & Forest Products,2022,2.21015667915,38.51737213135,9.01228046417,0.12533780932,0.39978277683,0.74018853903,0.01137379277,0.00119266799,-17530428.00000000000,0.01196615305,0.40129134059,0.39060822129,-14.30716419220,39263631.94000000000,5.00000000000,25.00000000000,TRUE,30.02811050415,31.46284866333,7.60936498642,3.37059593201,5.89714193344,2.68699574471,3.00000000000
14,AITE.NS,Aditya Birla Real Estate Ltd,India,Paper & Forest Products,2023,1.84680223465,48.38670730591,9.10070419312,0.23802587390,0.33317759633,0.53617119789,0.04528021812,0.02037647367,51914816.00000000000,0.07813690603,0.45978653431,0.28341624141,-71.68769073486,15386922.62000000000,6.00000000000,28.57142829895,TRUE,23.41457366943,63.81844329834,9.19075489044,3.40314126015,2.59194946289,2.00350522995,3.00000000000
14,AITE.NS,Aditya Birla Real Estate Ltd,India,Paper & Forest Products,2024,1.16600668430,54.92416381836,9.28664398193,0.30221307278,0.50909835100,0.66312688589,0.02305331640,0.03319750354,56997076.00000000000,0.11418785900,0.55128568411,0.04206271470,8.02615642548,-17406670.57000000000,8.00000000000,28.57142829895,TRUE,49.07973861694,52.94168472290,6.48422384262,3.43082690239,3.20181012154,3.32750916481,3.00000000000
16,AKZO.NS,Akzo Nobel India Ltd,India,Chemicals,2022,5.31509351730,50.18029403687,8.52316951752,0.02543331496,0.46119320393,0.88744556904,0.09779254347,0.06973180175,20654820.00000000000,0.19698458910,0.22138296068,0.21145775914,11.55663394928,40786270.69000000000,6.00000000000,16.66666603088,TRUE,66.91386413574,31.64278984070,7.60936498642,3.37059593201,5.89714193344,2.08708119392,3.00000000000
16,AKZO.NS,Akzo Nobel India Ltd,India,Chemicals,2023,5.10759019852,55.06304550171,8.54207611084,0.02079961449,0.49020284414,0.90438371897,0.09357218444,0.04838320985,-4919016.00000000000,0.18495117128,0.21660526097,0.22111642361,2.70744228363,51181763.65000000000,4.00000000000,16.66666603088,TRUE,65.07107543945,47.46755599976,9.19075489044,3.40314126015,2.59194946289,1.95831370354,3.00000000000
16,AKZO.NS,Akzo Nobel India Ltd,India,Chemicals,2024,5.24021291733,49.41147613525,8.53119468689,0.02138871700,0.49944892526,0.92175185680,0.08261499554,0.04422401264,-2984201.25000000000,0.09633653611,0.21750362217,0.18808983266,0.73343062401,50263311.88000000000,5.00000000000,16.66666603088,TRUE,40.63715362549,41.26029586792,6.48422384262,3.43082690239,3.20181012154,2.16281008720,3.00000000000
17,ALEM.NS,Alembic Pharmaceuticals Ltd,India,Pharmaceuticals,2022,2.91513061523,43.24706268311,8.87652683258,0.11677823961,0.26475253701,0.90319806337,0.04611098766,0.00000000000,1752677.75000000000,0.00979078375,0.24726055562,0.48517102003,-1.57870161533,41623661.15000000000,5.00000000000,11.11111068726,TRUE,45.02354431152,44.89108276367,7.60936498642,3.37059593201,5.89714193344,1.64678025246,3.00000000000
17,ALEM.NS,Alembic Pharmaceuticals Ltd,India,Pharmaceuticals,2023,2.83838963509,42.52937316895,8.88835620880,0.07961424440,0.22573608160,0.89407515526,0.08261855692,0.00000000000,5366526.50000000000,0.01916496828,0.26403054595,0.47646138072,8.61694145203,73884823.04000000000,7.00000000000,11.11111068726,TRUE,38.56734085083,51.13726043701,9.19075489044,3.40314126015,2.59194946289,2.19374346733,3.00000000000
17,ALEM.NS,Alembic Pharmaceuticals Ltd,India,Pharmaceuticals,2024,2.30979251862,41.26701354980,8.95887279510,0.16177919507,0.31035104394,0.93429124355,0.03460540250,0.00000000000,-4298420.00000000000,0.01263321843,0.29992771149,0.43236663938,4.48699712753,68111176.13000000000,5.00000000000,10.00000000000,TRUE,44.72801589966,47.42436218262,6.48422384262,3.43082690239,3.20181012154,1.74787557125,3.00000000000
19,ALKE.NS,Alkem Laboratories Ltd,India,Pharmaceuticals,2022,4.43699216843,34.73896789551,9.22385120392,0.10152777284,0.26948097348,0.78685683012,0.05383920297,0.00539448997,5065725.50000000000,0.07506323606,0.19837199152,0.18271335959,0.76627945900,122542599.80000000000,8.00000000000,25.00000000000,TRUE,31.15501213074,35.88134002686,7.60936498642,3.37059593201,5.89714193344,1.96434605122,3.00000000000
19,ALKE.NS,Alkem Laboratories Ltd,India,Pharmaceuticals,2023,3.95629143715,44.08574676514,9.27151966095,0.09107024968,0.25647357106,0.75901031494,0.11392272264,0.00000000000,-24893822.00000000000,0.27245289087,0.17870996892,0.16417632997,7.65103244781,217331733.70000000000,7.00000000000,25.00000000000,TRUE,47.33137512207,54.38898468018,9.19075489044,3.40314126015,2.59194946289,2.82570719719,3.00000000000
19,ALKE.NS,Alkem Laboratories Ltd,India,Pharmaceuticals,2024,3.57402205467,38.80529785156,9.31604290009,0.07805620134,0.22412286699,0.69485104084,0.04963202775,0.00606802292,-21813926.00000000000,0.23660342395,0.17257660627,0.16181582212,-0.17109131813,259260386.20000000000,10.00000000000,25.00000000000,FALSE,24.19394683838,55.08513641357,6.48422384262,3.43082690239,3.20181012154,1.88810396194,3.00000000000
22,AMBE.NS,Amber Enterprises India Ltd,India,Household Durables,2022,3.70811295509,24.59508705139,8.88075542450,0.23306703568,0.55239778757,0.79565310478,0.00000000000,0.05176407844,2993780.50000000000,0.13711324334,0.18643510342,0.28863665462,52.13537597656,19933739.05000000000,5.00000000000,16.66666603088,TRUE,27.51402854919,15.00699234009,7.60936498642,3.37059593201,5.89714193344,1.49279892445,3.00000000000
22,AMBE.NS,Amber Enterprises India Ltd,India,Household Durables,2023,3.59662604332,27.66234207153,8.89819049835,0.23341453075,0.49827653170,0.72540336847,0.00000000000,0.02000122145,-22952358.00000000000,0.12594310939,0.13129800558,0.32097724080,-4.24277353287,16732681.46000000000,5.00000000000,14.28571414948,TRUE,25.75289154053,13.53360462189,9.19075489044,3.40314126015,2.59194946289,1.79448831081,3.00000000000
22,AMBE.NS,Amber Enterprises India Ltd,India,Household Durables,2024,2.83519244194,31.33008384705,8.99401760101,0.24427945912,0.54061418772,0.74179804325,0.00000000000,0.02524895966,9470884.00000000000,0.15449440479,0.19998954237,0.28278815746,44.56133651733,29391620.83000000000,6.00000000000,14.28571414948,TRUE,20.99160766602,17.29937553406,6.48422384262,3.43082690239,3.20181012154,2.32627725601,3.00000000000
23,ANUY.NS,Anupam Rasayan India Ltd,India,Chemicals,2022,3.20581221581,43.76260375977,8.66259193420,0.21750275791,0.21461360157,0.57694053650,0.23163618147,0.09965457022,17046982.00000000000,0.20132315159,0.24655525386,0.37057295442,38.82526016235,26393257.06000000000,10.00000000000,25.00000000000,TRUE,25.62701606750,33.08788681030,7.60936498642,3.37059593201,5.89714193344,1.40670263767,3.00000000000
23,ANUY.NS,Anupam Rasayan India Ltd,India,Chemicals,2023,2.64989089966,39.04577636719,8.74200916290,0.23252865672,0.28581175208,0.71453911066,0.18993392587,0.00857472233,7437792.50000000000,0.09247674793,0.22933503985,0.42726859450,-9.23249340057,20088062.39000000000,11.00000000000,25.00000000000,TRUE,24.24099540710,32.39846420288,9.19075489044,3.40314126015,2.59194946289,1.77606165409,3.00000000000
23,ANUY.NS,Anupam Rasayan India Ltd,India,Chemicals,2024,2.36940145493,42.77735519409,8.79000663757,0.26065936685,0.34318557382,0.74763363600,0.06251835078,0.00278446102,-16004330.00000000000,0.02898272127,0.27548566461,0.42789554596,-4.97669935226,18721123.46000000000,13.00000000000,25.00000000000,FALSE,29.62530899048,34.49034881592,6.48422384262,3.43082690239,3.20181012154,1.78990793228,3.00000000000
24,APAR.NS,Apar Industries Ltd,India,Industrial Conglomerates,2022,3.76855874062,34.86419677734,9.00008678436,0.04578316212,0.69630128145,0.95664793253,0.00000000000,0.06450749189,29898978.00000000000,0.08777666837,0.31342780590,0.12758392096,42.26264190674,77619279.45000000000,4.00000000000,14.28571414948,TRUE,43.30609512329,20.97522544861,7.60936498642,3.37059593201,5.89714193344,2.42720222473,3.00000000000
24,APAR.NS,Apar Industries Ltd,India,Industrial Conglomerates,2023,3.21821165085,36.90814590454,9.06207847595,0.04946151003,0.55286216736,0.92627525330,0.10701837391,0.00156721903,10220756.00000000000,0.07449373603,0.32265365124,0.13649155200,10.94060134888,98992201.56000000000,5.00000000000,16.66666603088,TRUE,45.12335586548,22.90394783020,9.19075489044,3.40314126015,2.59194946289,1.97655546665,3.00000000000
24,APAR.NS,Apar Industries Ltd,India,Industrial Conglomerates,2024,2.74135756493,55.76620864868,9.11996364594,0.05191081017,0.56233870983,0.93697053194,0.10837031901,0.00000088800,11984786.00000000000,0.09134990722,0.33259496093,0.14793470502,12.20568847656,96114686.95000000000,5.00000000000,28.57142829895,TRUE,41.55121994019,59.80855560303,6.48422384262,3.43082690239,3.20181012154,2.23537898064,3.00000000000
25,APCI.NS,Apcotex Industries Ltd,India,Chemicals,2022,2.39020299911,24.21462249756,7.99029350281,0.18892660737,0.22399812937,0.54964542389,0.00679560285,0.01748429239,1557582.75000000000,0.04592367262,0.14238156378,0.49249657989,4.26104068756,13137633.89000000000,6.00000000000,11.11111068726,TRUE,57.38862228394,5.20817470551,7.60936498642,3.37059593201,5.89714193344,1.51505959034,3.00000000000
25,APCI.NS,Apcotex Industries Ltd,India,Chemicals,2023,2.07639837265,48.04549026489,8.04384899139,0.20426820219,0.29521632195,0.67998892069,0.01393843256,0.01236353815,910329.93750000000,0.04619802907,0.14704082906,0.42478305101,2.64516854286,6464151.17000000000,5.00000000000,11.11111068726,TRUE,67.24839019775,26.94984245300,9.19075489044,3.40314126015,2.59194946289,1.95553350449,3.00000000000
25,APCI.NS,Apcotex Industries Ltd,India,Chemicals,2024,1.95508551598,50.27209091187,8.06778907776,0.18955554068,0.35121408105,0.78715604544,0.01744784787,0.02044435218,1344072.50000000000,0.05198475346,0.14958298206,0.39661696553,20.77165603638,6327045.05600000000,5.00000000000,27.27272796631,TRUE,83.34494781494,28.43632698059,6.48422384262,3.43082690239,3.20181012154,1.66784858704,3.00000000000
26,APLA.NS,APL Apollo Tubes Ltd,India,Metals & Mining,2022,7.36322641373,52.57832717896,8.85261631012,0.14919090271,0.37258848548,0.76606982946,0.05627336353,0.00000000000,-4995131.50000000000,0.08314530551,0.26418450475,0.48118215799,14.32389736176,78123174.29000000000,6.00000000000,10.00000000000,TRUE,40.51754379272,60.15894317627,7.60936498642,3.37059593201,5.89714193344,1.89777445793,3.00000000000
26,APLA.NS,APL Apollo Tubes Ltd,India,Metals & Mining,2023,6.04826021194,58.29734802246,8.93562889099,0.15921573341,0.34722316265,0.69662243128,0.13831739128,0.00000000000,26691062.00000000000,0.19172780216,0.24580375850,0.46529397368,10.47983741760,87875224.96000000000,4.00000000000,10.00000000000,TRUE,31.37932395935,80.27709960938,9.19075489044,3.40314126015,2.59194946289,2.53290963173,3.00000000000
26,APLA.NS,APL Apollo Tubes Ltd,India,Metals & Mining,2024,5.80657482147,53.12785339355,8.94888687134,0.08351895213,0.34624233842,0.77642053366,0.02413559705,0.04015144333,2766530.25000000000,0.05495896563,0.24024912715,0.50861608982,11.38198184967,88596840.26000000000,4.00000000000,18.18181800842,TRUE,28.08580589294,71.91873931885,6.48422384262,3.43082690239,3.20181012154,2.91493487358,3.00000000000
27,APLO.NS,Apollo Tyres Ltd,India,Automobile Components,2022,1.01522481441,49.31092071533,9.52234458923,0.23472841084,0.29262572527,0.54174584150,0.08713692427,0.00506525487,-4086538.50000000000,0.04212152958,0.16190031171,0.61729174852,8.34968185425,127293573.50000000000,5.00000000000,14.28571414948,TRUE,35.76842880249,38.36899948120,7.60936498642,3.37059593201,5.89714193344,2.57658743858,3.00000000000
27,APLO.NS,Apollo Tyres Ltd,India,Automobile Components,2023,1.04205572605,53.19002151489,9.50977134705,0.18195788562,0.26129510999,0.53954309225,0.10943318903,0.00522046909,8372525.50000000000,0.05063271150,0.15749791265,0.60606318712,1.82050359249,206582603.50000000000,5.00000000000,13.33333301544,TRUE,37.94679641724,42.40766525269,9.19075489044,3.40314126015,2.59194946289,2.00797176361,3.00000000000
27,APLO.NS,Apollo Tyres Ltd,India,Automobile Components,2024,1.03341829777,56.89583969116,9.50454616547,0.16151866317,0.26954880357,0.58693116903,0.11977778375,0.00016479900,-3004330.00000000000,0.03206269816,0.18791303039,0.58141899109,0.40862140059,131225277.90000000000,5.00000000000,15.38461494446,TRUE,55.06961059570,41.74334716797,6.48422384262,3.43082690239,3.20181012154,1.94786345959,3.00000000000
28,ARBN.NS,Aurobindo Pharma Ltd,India,Pharmaceuticals,2022,1.43891608715,61.30916595459,9.68620395660,0.13251970708,0.28813695908,0.88073998690,0.14500278234,0.06842970103,27964946.00000000000,0.16974164546,0.21336756647,0.31315577030,-2.10393095016,234621470.30000000000,9.00000000000,22.22222137451,TRUE,53.28295898438,58.59737014771,7.60936498642,3.37059593201,5.89714193344,2.27439665794,3.00000000000
28,ARBN.NS,Aurobindo Pharma Ltd,India,Pharmaceuticals,2023,1.30895233154,69.10607147217,9.73299694061,0.14749072492,0.27066165209,0.80106127262,0.10513618588,0.04683468491,-120796640.00000000000,0.15633088350,0.21761485934,0.31693857908,15.01657199860,380200359.90000000000,5.00000000000,20.00000000000,TRUE,61.03643417358,62.66374588013,9.19075489044,3.40314126015,2.59194946289,2.01225662231,3.00000000000
28,ARBN.NS,Aurobindo Pharma Ltd,India,Pharmaceuticals,2024,1.18971681595,61.52380752563,9.76538658142,0.16597117484,0.29491510987,0.85703009367,0.18044671416,0.05864360183,254928032.00000000000,0.17748966813,0.21178519726,0.31044369936,6.69689464569,407673493.30000000000,7.00000000000,20.00000000000,TRUE,45.25962066650,58.91339111328,6.48422384262,3.43082690239,3.20181012154,2.60883212090,3.00000000000
29,ARTI.NS,Aarti Industries Ltd,India,Chemicals,2022,1.51970815659,58.54291534424,9.01887226105,0.33881178498,0.32436224818,0.76029962301,0.06016196683,0.00000000000,3306962.00000000000,0.02339364588,0.12015639246,0.68156719208,0.47481104732,66361976.63000000000,7.00000000000,18.75000000000,TRUE,24.96681213379,49.10734558105,7.60936498642,3.37059593201,5.89714193344,1.55165851116,3.00000000000
29,ARTI.NS,Aarti Industries Ltd,India,Chemicals,2023,1.32530713081,61.23944854736,9.08406734467,0.35814228654,0.30275812745,0.63465207815,0.13985207677,0.00000000000,31294542.00000000000,0.05984709039,0.12303006649,0.66187912226,-5.09533071518,49965206.96000000000,8.00000000000,18.75000000000,TRUE,27.53744506836,51.81114578247,9.19075489044,3.40314126015,2.59194946289,1.75284230709,3.00000000000
