Index,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF
297,RESR.NS,Restaurant Brands Asia Ltd,India,"Hotels, Restaurants & Leisure",2019,3.3631501,0.0000000,8.2013653,0.6648229,0.1314195,0.1706660,0.0257557,0.0000000,-1566511.3562449,0.0465111,0.0145470,0.8848124,22.0934368,-10164204.2663906,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
297,RESR.NS,Restaurant Brands Asia Ltd,India,"Hotels, Restaurants & Leisure",2018,3.9434467,0.0000000,8.1240300,0.6236148,0.2325144,0.3190445,0.0740808,0.0000000,1250505.9265684,0.0701409,0.0124273,0.8658612,57.4914747,-5533246.6030645,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2024,3.9981498,41.8849417,8.5095855,0.0769312,0.1631945,0.6785370,0.0163702,0.0054263,-2104154.4763019,0.1047735,0.2045488,0.5011602,-6.6232963,19933294.3241662,5.0000000,10.0000000,TRUE,40.0134673,31.6534178,6.4842236,3.4308268,3.2018101
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2023,4.0646888,47.2781998,8.5126898,0.0755257,0.1914028,0.7287458,0.0256810,0.0099487,3608878.2243551,0.0668530,0.2285374,0.5091068,3.2228874,24051589.6820636,5.0000000,10.0000000,TRUE,62.2095725,29.2063574,9.1907549,3.4031412,2.5919495
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2022,4.4766885,40.3165635,8.4823736,0.0657691,0.1886532,0.7356895,0.0218209,0.0000000,385832.5219085,0.1030844,0.2293820,0.4839045,-3.1086020,18801119.7663096,4.0000000,14.2857143,TRUE,62.2626956,29.9834362,7.6093650,3.3705960,5.8971419
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2021,4.3719783,0.0000000,8.4967995,0.0730466,0.1934953,0.7406301,0.0000000,0.0052464,100129.9053772,0.0804990,0.2861172,0.4632941,8.3710414,30655561.0304948,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2020,4.5850732,0.0000000,8.4734818,0.0662561,0.2064022,0.7442782,0.0000000,0.0029139,518205.5594296,0.1926361,0.1980835,0.4673959,0.8091942,39864911.0573308,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2019,5.6529875,0.0000000,8.3880874,0.0904632,0.2244878,0.7267708,0.0000000,0.0013851,88938.4466303,0.0014532,0.2481424,0.5343820,-3.4240351,30033318.7314988,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2018,5.7695671,0.0000000,8.3672309,0.0695035,0.2872666,0.9141915,0.0000000,0.0011667,-179242.5556519,0.0014157,0.2461540,0.5030439,10.7084824,25359930.6157849,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
299,RMT.NS,Ratnamani Metals and Tubes Ltd,India,Metals & Mining,2024,3.3348123,48.7798778,8.7590125,0.0320828,0.2032586,0.7858452,0.1491116,0.0152895,2144330.0175541,0.0978502,0.3159209,0.3084403,-0.0016607,63378630.7782329,5.0000000,14.2857143,TRUE,52.2089294,54.4136433,6.4842236,3.4308268,3.2018101
299,RMT.NS,Ratnamani Metals and Tubes Ltd,India,Metals & Mining,2023,4.0640181,46.6094669,8.6833024,0.0380292,0.1492704,0.6824051,0.1959931,0.0211452,20728314.3371326,0.0761284,0.3390007,0.3260824,11.4532341,74997060.5878824,5.0000000,10.0000000,TRUE,50.0350983,56.5661125,9.1907549,3.4031412,2.5919495
299,RMT.NS,Ratnamani Metals and Tubes Ltd,India,Metals & Mining,2022,4.2219421,40.5411088,8.6628639,0.0626925,0.2276974,0.7317038,0.0378985,0.0000000,-1623636.8062317,0.0535946,0.3330898,0.3183470,31.6933860,62351314.5082765,4.0000000,16.6666667,TRUE,60.9499645,40.1318820,7.6093650,3.3705960,5.8971419
299,RMT.NS,Ratnamani Metals and Tubes Ltd,India,Metals & Mining,2021,5.0316379,0.0000000,8.5914057,0.0531535,0.1909528,0.7921061,0.0745633,0.0000000,18076.0829181,0.0656876,0.3753516,0.3309116,31.6051757,42508372.7045878,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
299,RMT.NS,Ratnamani Metals and Tubes Ltd,India,Metals & Mining,2020,5.3952498,0.0000000,8.5535982,0.0792186,0.1631138,0.6785100,0.0471702,0.0084079,-429098.8145535,0.2818497,0.2051860,0.3595145,-8.3620984,37737889.1669059,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
299,RMT.NS,Ratnamani Metals and Tubes Ltd,India,Metals & Mining,2019,5.7704195,0.0000000,8.5286293,0.0864513,0.2430015,0.7401524,0.0735044,0.0000000,-12718450.0816375,0.1516052,0.3376644,0.3421411,-13.8933265,38974114.9297121,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
299,RMT.NS,Ratnamani Metals and Tubes Ltd,India,Metals & Mining,2018,6.4239212,0.0000000,8.4724344,0.0318523,0.2372743,0.9185127,0.2902384,0.0000000,19821480.1965886,0.1887748,0.2873814,0.3009670,44.8663512,36559540.3295750,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
300,ROLE.NS,Rolex Rings Ltd,India,Machinery,2024,2.8508345,24.0487952,8.1762464,0.0110341,0.1311854,0.8006007,0.0000000,0.0381225,3511995.3188999,0.2902886,0.1902577,0.3730978,-7.8029682,20362434.1720304,7.0000000,16.6666667,TRUE,41.3875564,9.1709201,6.4842236,3.4308268,3.2018101
300,ROLE.NS,Rolex Rings Ltd,India,Machinery,2023,3.2429212,24.5849134,8.1286632,0.0161164,0.1439043,0.7242379,0.0974501,0.0028120,-334013.1973605,0.1325510,0.2228092,0.4193237,2.1509617,18720815.8368326,5.0000000,14.2857143,TRUE,41.9769582,9.6161300,9.1907549,3.4031412,2.5919495
300,ROLE.NS,Rolex Rings Ltd,India,Machinery,2022,3.5040367,21.8640266,8.0910575,0.0804607,0.2019397,0.7571416,0.1485856,0.0039447,2179284.3232717,0.0322502,0.2604266,0.4303160,7.1250132,24110516.0662123,10.0000000,14.2857143,TRUE,36.5686164,5.0262302,7.6093650,3.3705960,5.8971419
300,ROLE.NS,Rolex Rings Ltd,India,Machinery,2021,3.4079996,0.0000000,8.1133659,0.2262202,0.3430582,0.7672450,0.0004615,0.0036472,-113568.3926779,0.0369892,0.2655583,0.4311812,58.9525861,17375041.8305855,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
300,ROLE.NS,Rolex Rings Ltd,India,Machinery,2020,4.1334103,0.0000000,8.0339196,0.3156331,0.4403122,0.8021928,0.0132456,0.0000000,460368.8967281,0.0258387,0.2163340,0.4711728,-4.6781372,11889330.9815825,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
300,ROLE.NS,Rolex Rings Ltd,India,Machinery,2019,4.9512828,0.0000000,7.9594484,0.3775812,0.4310371,0.7074591,0.0555710,0.0000000,146947.5528653,0.0263373,0.1902887,0.5437346,-32.3695877,7027597.4672454,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
300,ROLE.NS,Rolex Rings Ltd,India,Machinery,2018,3.7901290,0.0000000,8.0533689,0.4925811,0.5183015,0.7151803,0.0115009,0.0000000,-80370.0491472,#DIV/0!,0.2047933,0.4881695,#DIV/0!,8534403.0066493,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
301,ROSB.NS,Rossari Biotech Ltd,India,Chemicals,2024,1.7615441,60.2930465,8.3461684,0.1149667,0.2829746,0.7549537,0.0823785,0.0000005,2227267.4078408,0.0651815,0.2141659,0.2603761,10.8497607,15959976.5944997,7.0000000,33.3333333,TRUE,88.2048990,55.9733084,6.4842236,3.4308268,3.2018101
301,ROSB.NS,Rossari Biotech Ltd,India,Chemicals,2023,2.0983169,42.2887508,8.2755887,0.0755602,0.2701630,0.8099130,0.0284246,0.0083306,-5282303.5392921,0.0510425,0.1951594,0.2301961,8.9705636,15679544.0911818,5.0000000,33.3333333,TRUE,82.2761958,33.6067919,9.1907549,3.4031412,2.5919495
301,ROSB.NS,Rossari Biotech Ltd,India,Chemicals,2022,2.4120972,40.2652181,8.2212875,0.0540581,0.2548383,0.7703554,0.0343034,0.0418576,3860881.2074002,0.1104549,0.1454212,0.2388793,3.1537313,13054649.4644596,7.0000000,16.6666667,TRUE,78.1001219,37.7563765,7.6093650,3.3705960,5.8971419
301,ROSB.NS,Rossari Biotech Ltd,India,Chemicals,2021,2.4619792,39.2579774,8.2189894,0.0743633,0.2344703,0.6525496,0.0990450,0.0065981,2933937.9774286,0.1098419,0.1697679,0.2769005,101.4481951,12871304.0866176,7.0000000,14.2857143,TRUE,78.0268840,37.4536430,9.6895925,3.3501731,8.3549077
301,ROSB.NS,Rossari Biotech Ltd,India,Chemicals,2020,5.3448743,0.0000000,7.8850943,0.0000000,0.2675457,0.9843421,0.0683819,0.0087967,-1914625.9759082,0.1943552,0.1853381,0.2996168,21.7548719,10944665.4907913,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
301,ROSB.NS,Rossari Biotech Ltd,India,Chemicals,2019,6.5038069,0.0000000,7.7965103,0.1419446,0.3153876,0.8045511,0.0164616,0.0567596,3115367.7671140,0.5369786,0.1525805,0.2343955,6.7533311,8661940.9820397,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
301,ROSB.NS,Rossari Biotech Ltd,India,Chemicals,2018,11.2243182,0.0000000,7.5576901,0.0181272,0.4874902,0.9663898,0.0345821,0.0061238,739664.6429604,0.0411558,0.2348496,0.3119974,62.4577748,6603498.1208442,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
302,ROUT.NS,Route Mobile Ltd,India,Software,2024,1.3819261,72.1199244,8.6510011,0.1213994,0.3383834,0.9288523,0.5025800,0.0522202,36062024.5757753,0.3276044,0.0709357,0.0153540,10.9333553,39078993.5634874,9.0000000,14.2857143,TRUE,87.7345959,45.7406740,6.4842236,3.4308268,3.2018101
302,ROUT.NS,Route Mobile Ltd,India,Software,2023,1.5098463,72.3524196,8.6196666,0.1077640,0.2981762,0.7828865,0.4417097,0.0244733,7035392.9214157,0.2334307,0.0578725,0.0183586,11.1121700,46651469.7060588,11.0000000,14.2857143,TRUE,88.7279223,46.4383118,9.1907549,3.4031412,2.5919495
302,ROUT.NS,Route Mobile Ltd,India,Software,2022,1.8083228,62.0130982,8.5455351,0.0482094,0.2714282,0.7354237,0.5274146,0.0244547,9284323.2716650,0.2820712,0.0251132,0.0235398,64.6998902,40544060.3700097,10.0000000,14.2857143,TRUE,83.7525925,36.3602695,7.6093650,3.3705960,5.8971419
302,ROUT.NS,Route Mobile Ltd,India,Software,2021,1.8390122,0.0000000,8.5444244,0.0061007,0.3395305,0.9153797,0.2630162,0.0639027,18094527.9006711,0.9413507,0.0074284,0.0167636,37.1887901,22408018.8244222,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
302,ROUT.NS,Route Mobile Ltd,India,Software,2020,4.6893430,0.0000000,8.1453512,0.0195384,0.3473361,0.9595667,0.0003130,0.2917124,28504177.0923062,0.8039488,0.0202384,0.0370381,51.4658448,18150894.8958803,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
302,ROUT.NS,Route Mobile Ltd,India,Software,2019,7.8653033,0.0000000,7.9192645,0.0840500,0.5535171,0.9721880,0.0000000,0.1640874,4263337.4483958,0.2359731,0.0000000,0.0512870,3.9637343,7726295.2490940,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
302,ROUT.NS,Route Mobile Ltd,India,Software,2018,9.1195830,0.0000000,7.8476962,0.1622725,0.5324288,0.9813147,0.0006758,0.1954372,850823.9375542,0.2363707,0.0026985,0.0480118,57.4371530,8023532.8129517,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
303,RSPO.NS,Responsive Industries Ltd,India,Chemicals,2024,2.9498514,33.1155886,8.3083071,0.1474442,0.1445773,0.6401588,0.0298777,0.0000000,-1038759.5084845,0.0183696,0.1097983,0.4584135,27.2401077,23272287.8876536,6.0000000,33.3333333,TRUE,50.6324920,19.7479289,6.4842236,3.4308268,3.2018101
303,RSPO.NS,Responsive Industries Ltd,India,Chemicals,2023,3.3048377,32.6961755,8.2683056,0.1388591,0.2400443,0.9074903,0.0441459,0.0000000,-949610.0779844,0.0201358,0.0814648,0.5269313,10.0441972,19348050.3899220,10.0000000,16.6666667,TRUE,48.7496645,21.8566986,9.1907549,3.4031412,2.5919495
303,RSPO.NS,Responsive Industries Ltd,India,Chemicals,2022,3.7946509,28.6234842,8.2106520,0.1946052,0.2412473,0.8889638,0.0000000,0.0182078,-889240.5063291,0.0456885,0.1606677,0.5179722,-18.4817325,2974318.4031159,8.0000000,40.0000000,TRUE,37.9611059,18.7500878,7.6093650,3.3705960,5.8971419
303,RSPO.NS,Responsive Industries Ltd,India,Chemicals,2021,3.5120079,0.0000000,8.2588453,0.1709990,0.2367074,0.7972220,0.0968973,0.0000065,-972182.3312877,0.0335757,0.1358552,0.5471259,40.6928051,21079.9800794,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
303,RSPO.NS,Responsive Industries Ltd,India,Chemicals,2020,3.6593106,0.0000000,8.2388519,0.1562874,0.1751242,0.7393982,0.1753134,0.0000513,602841.2431464,0.0415821,0.0808413,0.6698301,46.0081236,3336888.3055088,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
303,RSPO.NS,Responsive Industries Ltd,India,Chemicals,2019,3.6239992,0.0000000,8.2507553,0.1242039,0.1578978,0.5317865,0.1629077,0.0000410,3761830.8045611,0.0376727,0.0400793,0.4101425,-36.8316231,3235235.5541396,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
303,RSPO.NS,Responsive Industries Ltd,India,Chemicals,2018,3.3718059,0.0000000,8.2572243,0.0870129,0.1101876,0.4193316,0.0420814,0.0003478,-1249349.5229835,0.0187687,0.0614119,0.5005160,-42.2774106,4258311.6507661,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
304,RSYS.NS,R Systems International Ltd,India,IT Services,2024,4.4261701,47.0862023,8.1525429,0.0599566,0.2134119,0.4385567,0.5818386,0.0322061,3826705.9401080,0.1465407,0.0006458,0.0767272,0.5391555,15333239.8251397,6.0000000,14.2857143,TRUE,22.7758983,41.0860967,6.4842236,3.4308268,3.2018101
304,RSYS.NS,R Systems International Ltd,India,IT Services,2023,4.0590004,48.6740896,8.1987364,0.0997815,0.2801493,0.5237392,0.0002444,0.1196219,-5875706.2146893,0.2175833,0.0011494,0.0941397,10.4965001,16841687.7028489,11.0000000,14.2857143,TRUE,28.5811723,39.8728065,9.1907549,3.4031412,2.5919495
304,RSYS.NS,R Systems International Ltd,India,IT Services,2022,6.0064576,58.3821019,8.0030758,0.0925804,0.2376499,0.6884161,0.0004496,0.2474536,225104.8756604,0.3476324,0.0008391,0.1709059,18.0858005,16886613.3926521,8.0000000,16.6666667,TRUE,55.7894023,37.5099796,7.6093650,3.3705960,5.8971419
304,RSYS.NS,R Systems International Ltd,India,IT Services,2021,6.1796091,46.5835249,7.9683505,0.0833863,0.2362508,0.7049079,1.0553667,0.0458566,-1237595.1763869,0.4151258,0.0013245,0.1605993,28.7129543,18993111.0424752,7.0000000,16.6666667,TRUE,48.4713090,29.6256346,9.6895925,3.3501731,8.3549077
304,RSYS.NS,R Systems International Ltd,India,IT Services,2020,6.4749572,0.0000000,7.9488510,0.1106458,0.2303394,0.6717849,1.0981610,0.0754787,14055358.8494473,0.6452078,0.0016189,0.1451443,6.2870284,11253186.7758728,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
304,RSYS.NS,R Systems International Ltd,India,IT Services,2019,8.2600358,0.0000000,7.8393225,0.0125961,0.2512641,0.8009158,0.6859556,0.0514658,3671198.3181500,0.4163417,0.0020777,0.0924436,12.7421244,8319411.3524877,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
304,RSYS.NS,R Systems International Ltd,India,IT Services,2018,9.0217017,0.0000000,7.8045017,0.0045032,0.2428320,0.8932020,0.5645197,0.0525969,-1262938.4703853,0.4512372,0.0016258,0.0728555,8.3689696,7338269.1201840,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
305,RUCL.NS,Rupa & Company Ltd,India,"Textiles, Apparel & Luxury Goods",2024,0.9870133,45.2863004,8.2477294,0.1573945,0.3057041,0.9352452,0.0452239,0.0000000,681474.5465184,0.1323284,0.3004368,0.1588189,-0.6291403,9747466.3545933,4.0000000,7.1428571,TRUE,41.9269009,35.8072776,6.4842236,3.4308268,3.2018101
305,RUCL.NS,Rupa & Company Ltd,India,"Textiles, Apparel & Luxury Goods",2023,1.0370200,38.8340527,8.2393173,0.1623146,0.3146160,0.9320877,0.0331327,0.0000000,1002831.4337133,0.1566783,0.2978826,0.1681165,4.9047090,8371613.6772646,4.0000000,7.1428571,0.0000000,40.0837966,23.6397734,9.1907549,3.4031412,2.5919495
305,RUCL.NS,Rupa & Company Ltd,India,"Textiles, Apparel & Luxury Goods",2022,1.0720282,39.7160865,8.2276989,0.1860389,0.3158256,0.9206091,0.0153227,0.0000000,290871.4703019,0.0667260,0.3536737,0.1786392,-28.3645856,6539897.7604674,4.0000000,8.3333333,0.0000000,46.6767120,18.1674771,7.6093650,3.3705960,5.8971419
305,RUCL.NS,Rupa & Company Ltd,India,"Textiles, Apparel & Luxury Goods",2021,0.8749731,0.0000000,8.3176212,0.2345218,0.4134736,0.9378253,0.0066350,0.0000000,151196.1571196,0.1020964,0.3726804,0.1465458,8.2105533,25275014.6901111,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
305,RUCL.NS,Rupa & Company Ltd,India,"Textiles, Apparel & Luxury Goods",2020,1.1422186,0.0000000,8.2027283,0.1384077,0.3394992,0.9063650,0.0080279,0.0000000,259239.5094138,0.0032932,0.3383528,0.1769625,38.7262664,23963110.3271942,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
305,RUCL.NS,Rupa & Company Ltd,India,"Textiles, Apparel & Luxury Goods",2019,1.3804759,0.0000000,8.1205441,0.1899879,0.3981617,0.9508383,0.0032409,0.0000000,-785552.1484608,0.0011592,0.4789667,0.1854956,-22.0791128,8217301.8464684,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
305,RUCL.NS,Rupa & Company Ltd,India,"Textiles, Apparel & Luxury Goods",2018,1.2188478,0.0000000,8.1670996,0.2070449,0.4522651,0.9744258,0.0130111,0.0012000,98612.3156982,0.0075374,0.3837443,0.1726895,-3.5076032,10722434.2295461,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
306,SAFA.NS,Safari Industries (India) Ltd,India,"Textiles, Apparel & Luxury Goods",2024,7.6754155,60.3517131,8.1885887,0.0946125,0.2092452,0.7548403,0.0418433,0.0000000,-3211234.6401404,0.1946808,0.2689343,0.3220737,11.4563827,16711527.2088941,4.0000000,14.2857143,TRUE,81.4829659,53.4804095,6.4842236,3.4308268,3.2018101
306,SAFA.NS,Safari Industries (India) Ltd,India,"Textiles, Apparel & Luxury Goods",2023,8.7945636,48.5673400,8.1376039,0.1278251,0.2020328,0.7207171,0.0604317,0.0218664,4328734.2531494,0.4839287,0.2379088,0.2559560,26.4688660,21092981.4037193,5.0000000,10.0000000,TRUE,73.0134571,30.0036923,9.1907549,3.4031412,2.5919495
306,SAFA.NS,Safari Industries (India) Ltd,India,"Textiles, Apparel & Luxury Goods",2022,12.4056570,48.0027567,7.9592748,0.1863781,0.3259211,0.7563809,0.0005000,0.0037317,88838.8510224,0.1703244,0.3582459,0.2454501,58.1978707,15225158.2278481,4.0000000,12.5000000,TRUE,76.7089695,29.6203576,7.6093650,3.3705960,5.8971419
306,SAFA.NS,Safari Industries (India) Ltd,India,"Textiles, Apparel & Luxury Goods",2021,18.3173701,38.7821794,7.7904759,0.1186904,0.2918150,0.8160843,0.0000658,0.0046410,-278954.0113885,0.1435793,0.3185382,0.2456284,107.3267018,2946928.5151526,4.0000000,11.1111111,TRUE,69.1153071,30.0635483,9.6895925,3.3501731,8.3549077
306,SAFA.NS,Safari Industries (India) Ltd,India,"Textiles, Apparel & Luxury Goods",2020,20.9019478,0.0000000,7.7345793,0.1029082,0.2339175,0.7872483,0.0193948,0.0000000,429809.8089886,0.1592155,0.2890929,0.1669186,-50.7449653,-2857226.8482437,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
306,SAFA.NS,Safari Industries (India) Ltd,India,"Textiles, Apparel & Luxury Goods",2019,20.7556245,0.0000000,7.7420940,0.2746015,0.3821381,0.8575611,0.0072803,0.0000000,97434.0594427,0.0027516,0.3878484,0.1878660,9.0354971,4070394.1167881,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
306,SAFA.NS,Safari Industries (India) Ltd,India,"Textiles, Apparel & Luxury Goods",2018,20.7487721,0.0000000,7.7468743,0.2698552,0.4770332,0.9923113,0.0022974,0.0000000,-9366.8690373,0.0014485,0.4892549,0.0681370,28.9003598,3932798.4966753,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
307,SAMD.NS,Samvardhana Motherson International Ltd,India,Automobile Components,2024,1.0306486,72.4447899,10.0360572,0.1854841,0.4531031,0.7257474,0.1222005,0.0053378,-128800468.1100060,0.0767624,0.1297518,0.2847245,12.3389844,485160912.8145110,16.0000000,12.5000000,0.0000000,81.5742089,55.8959229,6.4842236,3.4308268,3.2018101
307,SAMD.NS,Samvardhana Motherson International Ltd,India,Automobile Components,2023,1.1219225,72.4450201,10.0086242,0.2343155,0.4907030,0.7087255,0.1445624,0.0083743,264559088.1823640,0.1230343,0.1200329,0.2832712,23.6109264,362279544.0911820,12.0000000,10.0000000,0.0000000,77.6837586,58.5796384,9.1907549,3.4031412,2.5919495
307,SAMD.NS,Samvardhana Motherson International Ltd,India,Automobile Components,2022,1.5277594,68.8478319,9.8766912,0.2229898,0.4448609,0.6983569,0.1527036,0.0054388,-41321811.1002921,0.0810327,0.1264767,0.3069406,14.4321562,203213242.4537490,8.0000000,10.0000000,0.0000000,80.0094089,55.6148774,7.6093650,3.3705960,5.8971419
307,SAMD.NS,Samvardhana Motherson International Ltd,India,Automobile Components,2021,1.5971292,56.7963098,9.8700279,0.2511049,0.3960416,0.6245565,0.2142174,0.0018411,-139536293.1382030,0.1041271,0.1144782,0.3088159,6.7144259,107679173.2431810,11.0000000,10.0000000,0.0000000,67.7899595,42.3725771,9.6895925,3.3501731,8.3549077
307,SAMD.NS,Samvardhana Motherson International Ltd,India,Automobile Components,2020,1.8077845,32.4622579,9.8178725,0.2480940,0.4220505,0.5712778,0.2860951,0.0019403,145999972.6540600,0.1355277,0.1038910,0.3462701,-2.6946321,169913997.0192930,6.0000000,10.0000000,0.0000000,61.8517183,14.1082774,-5.7777247,3.2803604,4.8148579
307,SAMD.NS,Samvardhana Motherson International Ltd,India,Automobile Components,2019,1.9957988,34.0412417,9.7809860,0.2887387,0.4301672,0.5716623,0.2432297,0.0023870,176403435.4134310,0.1060485,0.1133423,0.3756127,-12.2068983,124009398.2716740,7.0000000,20.0000000,0.0000000,65.3271817,14.3723679,3.8714369,3.3099342,2.4055172
307,SAMD.NS,Samvardhana Motherson International Ltd,India,Automobile Components,2018,1.8161554,24.6363772,9.7968101,0.2663985,0.4359684,0.5836286,0.1464697,0.0178398,111202659.7282450,0.0914570,0.1076247,0.3484914,5.7755549,303281295.1720150,5.0000000,20.0000000,0.0000000,36.6051360,16.9526884,6.4538513,3.2936397,3.8842403
308,SANO.NS,Sanofi India Ltd,India,Pharmaceuticals,2024,7.1216710,50.5973112,8.2750708,0.0119742,0.4462092,0.9574015,0.0560345,0.1510733,-12939196.2970755,0.1609273,0.3130041,0.2043057,-1.9301679,36666900.4371508,6.0000000,25.0000000,TRUE,16.8954411,83.3425479,6.4842236,3.4308268,3.2018101
308,SANO.NS,Sanofi India Ltd,India,Pharmaceuticals,2023,6.6696913,58.9452641,8.3141424,0.0110800,0.3798111,0.9309605,0.1007216,0.1918008,-73374203.6302440,0.1893406,0.3880336,0.1885351,-28.3509398,43827383.0989302,9.0000000,25.0000000,TRUE,30.8591348,86.9583231,9.1907549,3.4031412,2.5919495
308,SANO.NS,Sanofi India Ltd,India,Pharmaceuticals,2022,5.5077373,45.9607696,8.3987321,0.0113916,0.3574842,0.9305189,0.0510397,0.4668147,-64448662.3064183,0.2955484,0.1995945,0.1563933,-15.6525499,75026898.9445942,8.0000000,12.5000000,TRUE,21.2111741,48.1434794,7.6093650,3.3705960,5.8971419
308,SANO.NS,Sanofi India Ltd,India,Pharmaceuticals,2021,3.3841466,0.0000000,8.6138995,0.0080366,0.2448873,0.8972947,0.0478922,0.0000000,45738380.7592625,0.5168577,0.1294675,0.1116302,-0.0726337,126821276.5386010,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
308,SANO.NS,Sanofi India Ltd,India,Pharmaceuticals,2020,3.4227195,0.0000000,8.6016215,0.0077437,0.2353264,0.8590369,0.0694525,0.0000000,10611176.3755508,0.3690071,0.1272229,0.1243447,-7.6759165,65392230.1543618,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
308,SANO.NS,Sanofi India Ltd,India,Pharmaceuticals,2019,3.0107368,0.0000000,8.6577404,0.0000000,0.2168043,0.8769480,0.0949673,0.0000000,41317449.1941135,0.3658985,0.1464369,0.1126248,8.0397729,58051857.0427470,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
308,SANO.NS,Sanofi India Ltd,India,Pharmaceuticals,2018,3.1376854,0.0000000,8.6324247,0.0000000,0.2089547,0.8153524,0.0000000,0.2765173,14893617.0212766,0.2725753,0.1621033,0.1891149,2.0532853,54715353.6515239,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
